Year,Country,Region,Latitude,Longitude,Depth,Magnitud,Density,IDH,Ciudades,Death_Cat,Injuries_Cat,Damage_Cat,Density_Gpo,Death_Descripcion,Injurie_Descripcion,Damage_Descripcion
1980,INDIA,60,32.913000000000004,75.633,25.0,4.9,0,0.0,1,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1980,JAPAN,30,35.45,139.964,73.0,6.0,0,0.0,2,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1980,ALGERIA,15,36.195,1.354,10.0,7.7,0,0.0,1,4,4,2,1,mas de 1000 decesos,mas de 1000 lesionados,de $1 a $5 millones
1980,MEXICO,150,18.211,-98.24,72.0,6.4,0,0.0,3,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1980,ITALY,130,40.914,15.366,20.0,6.9,0,0.0,4,4,1,2,1,mas de 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1980,IRAN,140,34.503,50.59,41.0,5.2,0,0.0,2,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1981,INDONESIA,170,-4.5760000000000005,139.232,33.0,6.7,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1981,CHINA,30,30.927,101.098,33.0,6.8,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1981,GREECE,130,38.222,22.934,33.0,6.7,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1981,GREECE,130,38.209,23.288,29.0,6.4,0,0.0,1,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1981,PERU,160,-13.144,-74.376,38.0,4.8,0,0.0,1,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1981,IRAN,140,29.913,57.715,33.0,6.7,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1981,PERU,160,-13.165999999999999,-74.52199999999999,24.0,5.2,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1981,IRAN,140,30.013,57.794,33.0,7.1,0,0.0,2,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1981,PAKISTAN,60,35.693000000000005,73.594,33.0,5.9,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1981,COLOMBIA,160,8.117,-72.527,54.0,5.4,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1981,PAKISTAN,60,29.855999999999998,66.962,33.0,4.0,0,0.0,1,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1982,JAPAN,30,42.158,142.361,44.0,6.7,0,0.0,3,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1982,MEXICO,150,17.25,-93.21,9.0,3.5,0,0.0,1,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1982,MEXICO,150,16.558,-98.35799999999999,34.0,7.0,0,0.0,4,2,3,2,1,de 51 a 100 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1982,CHINA,30,31.906999999999996,99.931,10.0,5.5,0,0.0,1,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
1982,EL SALVADOR,100,13.312999999999999,-89.339,82.0,6.2,0,0.0,2,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1982,HONDURAS,100,14.487,-89.12100000000001,12.0,5.1,0,0.0,1,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1982,MACEDONIA,130,40.883,19.59,21.0,5.5,0,0.0,3,1,4,2,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $1 a $5 millones
1982,YEMEN,60,14.700999999999999,44.379,5.0,6.0,0,0.0,1,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1982,AFGHANISTAN,40,36.148,69.01100000000001,36.0,6.6,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1982,INDONESIA,60,-8.405,123.08,33.0,5.9,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1983,IRAN,140,35.953,52.263999999999996,33.0,4.9,0,0.0,3,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1983,COLOMBIA,160,2.461,-76.686,22.0,4.9,0,0.0,2,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1983,COSTA RICA,100,8.717,-83.12299999999999,37.0,7.3,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1983,INDONESIA,60,5.723,94.72200000000001,79.0,6.6,0,0.0,1,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1983,JAPAN,30,40.461999999999996,139.102,24.0,7.7,0,0.0,1,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1983,COSTA RICA,100,9.652000000000001,-83.68799999999999,33.0,6.2,0,0.0,1,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1983,TURKEY,140,40.324,27.221999999999998,10.0,6.1,0,0.0,4,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1983,IRAN,140,36.948,49.18,41.0,5.0,0,0.0,2,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1983,JAPAN,30,35.5,139.07,25.0,5.3,0,0.0,1,3,4,1,1,de 101 a 1000 decesos,mas de 1000 lesionados,menos de $1 millón
1983,PHILIPPINES,170,18.230999999999998,120.86,29.0,6.5,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1983,CHILE,160,-26.535,-70.563,15.0,7.3,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1983,INDONESIA,170,1.131,120.85799999999999,33.0,6.1,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1983,USA,150,43.974,-113.916,14.0,7.3,0,0.0,3,2,1,3,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
1983,TURKEY,140,40.33,42.187,12.0,6.9,0,0.0,5,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1983,CHINA,30,35.205999999999996,115.213,19.0,5.3,0,0.0,3,3,4,1,1,de 101 a 1000 decesos,mas de 1000 lesionados,menos de $1 millón
1983,BELGIUM,120,50.696000000000005,5.346,10.0,5.0,0,0.0,1,1,3,4,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
1983,GUINEA,10,11.866,-13.529000000000002,11.0,6.2,0,0.0,1,3,1,1,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,menos de $1 millón
1983,AFGHANISTAN,40,36.372,70.738,215.0,7.2,0,0.0,3,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1984,INDONESIA,170,-2.823,118.806,33.0,6.6,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1984,AFGHANISTAN,40,34.616,70.484,33.0,5.8,0,0.0,3,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1984,PAKISTAN,60,36.431,70.82600000000001,208.0,6.1,0,0.0,1,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1984,ITALY,130,43.26,12.558,12.0,5.3,0,0.0,1,1,4,2,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $1 a $5 millones
1984,ITALY,130,41.765,13.898,10.0,5.8,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1984,ITALY,130,41.831,13.960999999999999,14.0,5.2,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1984,TURKEY,140,40.885,42.218999999999994,10.0,6.4,0,0.0,3,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1984,TURKEY,140,40.545,42.403,60.0,5.3,0,0.0,2,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1984,INDIA,60,24.641,92.891,23.0,5.6,0,0.0,2,1,4,3,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1985,ARGENTINA,160,-33.053000000000004,-68.467,5.0,6.9,0,0.0,3,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1985,IRAN,140,28.399,52.997,37.0,5.3,0,0.0,2,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1985,CHILE,160,-33.132,-71.708,40.0,8.0,0,0.0,3,4,3,2,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1985,PHILIPPINES,170,7.757999999999999,123.544,33.0,6.5,0,0.0,2,2,2,2,1,de 51 a 100 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1985,CHILE,160,-34.131,-71.618,38.0,7.5,0,0.0,2,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1985,CHINA,30,25.926,102.87100000000001,5.0,5.8,0,0.0,1,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1985,PHILIPPINES,170,16.498,120.815,33.0,6.1,0,0.0,2,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1985,AFGHANISTAN,40,36.19,70.896,99.0,6.6,0,0.0,2,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1985,CHINA,40,39.431,75.22399999999999,7.0,7.5,0,0.0,1,4,3,3,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1985,INDONESIA,170,-4.13,136.049,10.0,6.3,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1985,MEXICO,150,18.19,-102.53299999999999,28.0,8.1,0,0.0,1,4,3,2,1,mas de 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1985,TAJIKISTAN,40,40.301,69.82300000000001,16.0,5.9,0,0.0,3,3,2,3,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $5 a $25 millones
1985,ITALY,130,37.688,15.068,10.0,4.3,0,0.0,1,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1986,PERU,160,-13.41,-71.785,51.0,4.6,0,0.0,1,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1986,INDIA,60,32.128,76.374,33.0,5.3,0,0.0,3,1,2,3,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $5 a $25 millones
1986,TURKEY,140,37.993,37.806,10.0,5.9,0,0.0,2,2,2,2,1,de 51 a 100 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1986,TAIWAN,30,24.125,121.619,19.0,6.4,0,0.0,1,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1986,VENEZUELA,160,10.597000000000001,-62.928000000000004,19.0,6.2,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1986,IRAN,140,29.962,51.582,10.0,5.6,0,0.0,4,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1986,ROMANIA,110,45.547,26.316,132.0,6.9,0,0.0,2,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1986,GREECE,130,37.014,22.176,11.0,5.8,0,0.0,3,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1986,EL SALVADOR,100,13.827,-89.118,7.0,5.4,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1986,TAIWAN,30,23.901,121.574,34.0,7.8,0,0.0,2,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1986,BULGARIA,110,43.273999999999994,25.912,21.0,5.6,0,0.0,1,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
1987,ALGERIA,15,35.964,1.374,10.0,4.3,0,0.0,4,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1987,NEW ZEALAND,170,-37.965,176.765,19.0,6.6,0,0.0,3,2,2,2,1,de 51 a 100 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1987,JAPAN,30,32.034,131.83700000000002,54.0,6.7,0,0.0,2,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1987,INDONESIA,60,2.244,98.866,11.0,6.6,0,0.0,3,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1987,PHILIPPINES,170,8.047,125.41,32.0,5.2,0,0.0,1,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
1987,IRAN,140,34.076,48.266000000000005,41.0,4.6,0,0.0,2,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
1987,CHILE,160,-19.022000000000002,-69.991,70.0,6.9,0,0.0,2,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1987,PERU,160,-17.897000000000002,-70.931,37.0,6.4,0,0.0,3,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1987,ECUADOR,160,-0.978,-78.05,10.0,6.2,0,0.0,3,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1987,USA,150,34.061,-118.07799999999999,10.0,5.7,0,0.0,1,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1987,USA,150,34.07,-118.1,8.0,4.8,0,0.0,2,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1987,INDONESIA,60,-8.247,124.155,33.0,6.5,0,0.0,2,3,2,2,1,de 101 a 1000 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1988,BANGLADESH,60,24.688000000000002,91.57,33.0,5.8,0,0.0,2,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1988,PHILIPPINES,170,12.376,121.06700000000001,17.0,6.2,0,0.0,2,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1988,TAIWAN,30,23.901999999999997,121.598,51.0,5.7,0,0.0,2,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
1988,MYANMAR (BURMA),60,25.149,95.12700000000001,91.0,7.2,0,0.0,4,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1988,IRAN,140,29.974,51.678999999999995,33.0,6.1,0,0.0,4,2,1,1,1,de 51 a 100 decesos,entre 1 y 50 lesionados,menos de $1 millón
1988,GUATEMALA,100,13.880999999999998,-90.45,69.0,6.0,0,0.0,2,3,2,1,1,de 101 a 1000 decesos,de 51 a 100 lesionados,menos de $1 millón
1988,CHINA,30,22.789,99.611,18.0,7.3,0,0.0,1,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1989,TAJIKISTAN,40,38.465,68.694,33.0,5.3,0,0.0,2,1,1,1,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,menos de $1 millón
1989,MALAWI,10,-13.702,34.42,30.0,6.1,0,0.0,3,3,2,1,1,de 101 a 1000 decesos,de 51 a 100 lesionados,menos de $1 millón
1989,CHINA,30,29.987,99.195,13.0,6.2,0,0.0,1,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1989,MEXICO,150,16.773,-99.32799999999999,19.0,6.8,0,0.0,2,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1989,CHINA,30,23.553,99.52600000000001,33.0,5.6,0,0.0,3,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
1989,BANGLADESH,60,21.861,89.76299999999999,6.0,5.1,0,0.0,1,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1989,INDONESIA,170,-4.511,139.02200000000002,14.0,5.8,0,0.0,2,3,1,1,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,menos de $1 millón
1989,DJIBOUTI,10,11.765999999999998,41.942,12.0,6.3,0,0.0,2,3,1,1,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,menos de $1 millón
1989,CHINA,30,31.583000000000002,102.43299999999999,15.0,6.1,0,0.0,1,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1989,USA,150,37.036,-121.883,19.0,6.9,0,0.0,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1989,CHINA,30,39.893,113.884,10.0,5.3,0,0.0,2,3,4,1,1,de 101 a 1000 decesos,mas de 1000 lesionados,menos de $1 millón
1989,ALGERIA,15,36.788000000000004,2.448,6.0,5.7,0,0.0,3,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1989,CHINA,30,29.881999999999998,106.804,33.0,4.7,0,0.0,1,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1989,IRAN,140,29.892,57.718,18.0,5.9,0,0.0,2,2,1,1,1,de 51 a 100 decesos,entre 1 y 50 lesionados,menos de $1 millón
1989,PHILIPPINES,170,8.337,126.729,24.0,7.5,0,0.0,2,2,1,3,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $5 a $25 millones
1989,AUSTRALIA,170,-32.967,151.619,10.0,5.4,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1990,PHILIPPINES,170,9.755,124.694,26.0,6.6,203,0.593,4,2,3,4,2,de 51 a 100 decesos,de 101 a 1000 lesionados,mas de $25 millones
1990,PAKISTAN,60,28.925,66.331,10.0,6.1,0,0.0,3,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1990,PHILIPPINES,170,9.253,125.60600000000001,39.0,5.5,203,0.593,1,1,3,2,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1990,INDONESIA,170,1.186,122.85700000000001,26.0,7.6,94,0.523,1,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1990,CHINA,30,35.986,100.245,8.0,6.9,120,0.499,1,4,4,4,2,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1990,ITALY,130,40.775,15.765999999999998,10.0,5.4,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1990,PERU,160,-6.016,-77.229,24.0,6.5,17,0.613,1,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1990,ROMANIA,110,45.841,26.668000000000003,89.0,6.7,0,0.0,3,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1990,PHILIPPINES,170,11.76,121.899,18.0,7.1,203,0.593,2,2,3,4,2,de 51 a 100 decesos,de 101 a 1000 lesionados,mas de $25 millones
1990,IRAN,140,36.957,49.409,19.0,7.3,31,0.565,5,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1990,PHILIPPINES,170,15.679,121.17200000000001,25.0,7.8,203,0.593,3,4,3,4,2,mas de 1000 decesos,de 101 a 1000 lesionados,mas de $25 millones
1990,ECUADOR,160,-0.059000000000000004,-78.449,5.0,4.4,0,0.0,2,1,3,3,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1990,SOUTH AFRICA,10,-28.014,26.726999999999997,5.0,4.2,0,0.0,1,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1990,CHINA,30,37.093,103.781,12.0,5.8,120,0.499,1,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1990,AFGHANISTAN,40,35.121,70.486,114.0,6.0,0,0.0,3,3,3,3,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1990,IRAN,140,28.250999999999998,55.461999999999996,11.0,6.7,31,0.565,2,2,2,4,1,de 51 a 100 decesos,de 51 a 100 lesionados,mas de $25 millones
1990,INDONESIA,60,3.908,97.45700000000001,48.0,6.8,94,0.523,3,3,4,4,1,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1990,ITALY,130,37.3,15.437999999999999,11.0,5.3,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1990,TAIWAN,30,23.916,121.63600000000001,12.0,6.2,0,0.0,2,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1990,GREECE,130,41.004,22.3,13.0,5.9,78,0.7609999999999999,2,3,3,4,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,mas de $25 millones
1990,COSTA RICA,100,9.869,-84.302,17.0,5.7,0,0.0,2,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1991,AFGHANISTAN,40,35.993,70.423,142.0,6.4,0,0.0,4,3,3,2,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1991,PERU,160,-5.982,-77.094,20.0,6.7,17,0.62,3,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1991,AFGHANISTAN,40,37.457,68.273,33.0,5.1,0,0.0,1,2,3,1,1,de 51 a 100 decesos,de 101 a 1000 lesionados,menos de $1 millón
1991,COSTA RICA,90,9.685,-83.073,10.0,7.6,0,0.0,3,4,1,2,1,mas de 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1991,TURKEY,140,39.597,41.118,33.0,4.5,74,0.5870000000000001,1,1,3,3,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1991,GEORGIA,40,42.461000000000006,44.00899999999999,9.0,6.1,0,0.0,3,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1991,USA,150,34.262,-118.00200000000001,11.0,5.1,26,0.867,3,1,3,4,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
1991,INDONESIA,60,-8.099,124.681,29.0,6.5,95,0.529,2,1,4,3,1,entre 1 y 50 decesos,mas de 1000 lesionados,de $5 a $25 millones
1991,ROMANIA,110,45.364,21.057,11.0,5.6,0,0.0,3,1,3,1,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,menos de $1 millón
1991,PERU,160,-15.679,-71.574,5.0,4.7,17,0.62,3,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1991,IRAQ,140,36.52,44.066,26.0,5.1,0,0.0,2,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1991,GUATEMALA,100,14.645999999999999,-90.986,5.0,6.2,0,0.0,3,4,3,1,1,mas de 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1991,INDIA,60,30.78,78.774,10.0,7.0,271,0.433,4,4,4,4,3,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1991,YEMEN,60,13.887,44.068000000000005,10.0,4.7,0,0.0,1,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1991,IRAN,140,36.924,49.603,16.0,5.0,32,0.583,2,1,3,2,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $1 a $5 millones
1992,IRAN,140,31.726,50.778,18.0,4.6,32,0.596,1,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1992,TURKEY,140,39.71,39.605,27.0,6.9,75,0.594,1,2,4,4,1,de 51 a 100 decesos,mas de 1000 lesionados,mas de $25 millones
1992,NETHERLANDS,120,51.153,5.797999999999999,21.0,5.2,0,0.0,3,1,1,4,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,mas de $25 millones
1992,PAKISTAN,60,33.376999999999995,71.317,16.0,6.0,0,0.0,3,3,3,1,1,de 101 a 1000 decesos,de 101 a 1000 lesionados,menos de $1 millón
1992,USA,150,34.201,-116.436,1.0,7.6,27,0.867,2,1,3,4,1,entre 1 y 50 decesos,de 101 a 1000 lesionados,mas de $25 millones
1992,PAKISTAN,60,29.087,66.74,9.0,5.5,0,0.0,1,1,2,2,1,entre 1 y 50 decesos,de 51 a 100 lesionados,de $1 a $5 millones
1992,IRAN,140,29.134,52.187,18.0,4.7,32,0.596,1,1,1,2,1,entre 1 y 50 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1992,CONGO,10,-6.087000000000001,26.651,11.0,7.0,0,0.0,1,4,4,1,1,mas de 1000 decesos,mas de 1000 lesionados,menos de $1 millón
1992,EGYPT,15,29.778000000000002,31.144000000000002,22.0,5.3,0,0.0,1,3,2,1,1,de 101 a 1000 decesos,de 51 a 100 lesionados,menos de $1 millón
1992,COLOMBIA,160,7.075,-76.862,10.0,7.4,0,0.0,3,2,1,2,1,de 51 a 100 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1992,INDONESIA,60,-8.48,121.896,28.0,7.8,97,0.534,3,3,4,4,1,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1993,CHINA,40,29.084,87.333,12.0,6.2,124,0.527,1,1,3,3,2,entre 1 y 50 decesos,de 101 a 1000 lesionados,de $5 a $25 millones
1993,COSTA RICA,100,9.821,-83.62200000000001,20.0,5.8,0,0.0,2,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
1993,JAPAN,30,42.851000000000006,139.197,17.0,7.7,330,0.831,3,3,4,4,4,de 101 a 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1993,SUDAN,15,15.385,31.69,13.0,5.5,0,0.0,1,1,2,1,1,entre 1 y 50 decesos,de 51 a 100 lesionados,menos de $1 millón
1993,GUATEMALA,100,14.717,-92.645,34.0,7.2,0,0.0,2,3,1,2,1,de 101 a 1000 decesos,entre 1 y 50 lesionados,de $1 a $5 millones
1993,INDIA,60,18.066,76.45100000000001,7.0,6.2,282,0.446,2,4,4,4,3,mas de 1000 decesos,mas de 1000 lesionados,mas de $25 millones
1993,PAPUA NEW GUINEA,170,-5.888999999999999,146.02,25.0,6.9,0,0.0,1,2,1,1,1,de 51 a 100 decesos,entre 1 y 50 lesionados,menos de $1 millón
1994,USA,150,34.213,-118.537,18.0,6.7,27,0.88,1,2,1,4,1,de 51 a 100 decesos,entre 1 y 50 lesionados,mas de $25 millones
